"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,55.3,1.0,1.0,,,0.002,0.002
323.15,52.1,0.8907,0.9496,,,0.002,0.002
323.15,50.59,0.8414,0.9261,,,0.002,0.002
323.15,47.4,0.7315,0.8725,,,0.002,0.002
323.15,44.75,0.646,0.8235,,,0.002,0.002
323.15,42.28,0.5647,0.7877,,,0.002,0.002
323.15,39.65,0.4853,0.7368,,,0.002,0.002
323.15,35.73,0.3748,0.6551,,,0.002,0.002
323.15,31.94,0.2746,0.5628,,,0.002,0.002
323.15,30.32,0.2339,0.5192,,,0.002,0.002
323.15,23.52,0.0923,0.2815,,,0.002,0.002
323.15,22.62,0.0718,0.2393,,,0.002,0.002
323.15,20.43,0.0334,0.1243,,,0.002,0.002
323.15,18.49,0.0,0.0,,,0.002,0.002
