"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
392.4,239.5,0.888,,+-0.7,+-1,,
385.7,210.0,0.888,,+-0.7,+-1,,
382.4,195.0,0.888,,+-0.7,+-1,,
375.6,165.0,0.888,,+-0.7,+-1,,
368.5,135.0,0.888,,+-0.7,+-1,,
361.4,105.0,0.888,,+-0.7,+-1,,
356.8,85.0,0.888,,+-0.7,+-1,,
352.8,65.0,0.888,,+-0.7,+-1,,
350.5,47.5,0.888,,+-0.7,+-1,,
352.1,35.0,0.888,,+-0.7,+-1,,
360.0,26.0,0.888,,+-0.7,+-1,,
370.6,22.0,0.888,,+-0.7,+-1,,
381.8,20.1,0.888,,+-0.7,+-1,,
391.9,19.5,0.888,,+-0.7,+-1,,
408.3,18.7,0.888,,+-0.7,+-1,,
