"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
94.8,1.0,0.054,0.125,,,,
93.0,1.0,0.093,0.206,,,,
91.8,1.0,0.128,0.271,,,,
90.3,1.0,0.171,0.337,,,,
88.9,1.0,0.235,0.413,,,,
87.7,1.0,0.284,0.469,,,,
86.1,1.0,0.366,0.547,,,,
84.9,1.0,0.44,0.605,,,,
83.8,1.0,0.533,0.677,,,,
83.5,1.0,0.572,0.701,,,,
82.5,1.0,0.641,0.748,,,,
81.6,1.0,0.73,0.81,,,,
81.0,1.0,0.804,0.859,,,,
80.4,1.0,0.879,0.909,,,,
79.9,1.0,0.943,0.957,,,,
