"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
43.4,28,0.0,0.0,,,,
42.9,28,0.013,0.035,,,,
42.3,28,0.027,0.058,,,,
42.0,28,0.028,0.065,,,,
41.3,28,0.06,0.12,,,,
40.9,28,0.07,0.138,,,,
40.2,28,0.112,0.2,,,,
39.3,28,0.18,0.27,,,,
38.6,28,0.238,0.322,,,,
38.3,28,0.276,0.355,,,,
38.0,28,0.328,0.39,,,,
37.8,28,0.377,0.42,,,,
37.7,28,0.43,0.448,,,,
37.6,28,0.465,0.47,,,,
37.7,28,0.562,0.528,,,,
38.0,28,0.63,0.572,,,,
38.1,28,0.648,0.582,,,,
38.3,28,0.688,0.603,,,,
38.4,28,0.7,0.61,,,,
38.8,28,0.752,0.635,,,,
39.2,28,0.788,0.67,,,,
39.3,28,0.827,0.71,,,,
40.3,28,0.862,0.74,,,,
40.4,28,0.867,0.742,,,,
40.7,28,0.882,0.763,,,,
41.2,28,0.902,0.793,,,,
41.6,28,0.918,0.813,,,,
42.1,28,0.932,0.843,,,,
42.5,28,0.945,0.867,,,,
42.8,28,0.956,0.89,,,,
43.2,28,0.968,0.914,,,,
43.6,28,0.978,0.935,,,,
43.9,28,0.983,0.947,,,,
44.5,28,0.999,0.99,,,,
44.6,28,1.0,1.0,,,,
