"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
10.0,15.5,0.721,0.00087,+-0.04,0.25,+-0.5%,+-0.5%
10.0,29.0,0.701,0.00043,+-0.04,0.25,+-0.5%,+-0.5%
10.0,55.0,0.678,0.000238,+-0.04,0.25,+-0.5%,+-0.5%
10.0,95.0,0.654,0.000152,+-0.04,0.25,+-0.5%,+-0.5%
10.0,200.0,0.614,9.4e-05,+-0.04,0.25,+-0.5%,+-0.5%
