"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,33.48,0.0703,0.131,+-0.01,0.01,0.001,0.003
323.15,34.02,0.1005,0.16,+-0.01,0.01,0.001,0.003
323.15,34.66,0.1707,0.21,+-0.01,0.01,0.001,0.003
323.15,34.73,0.1979,0.23,+-0.01,0.01,0.001,0.003
323.15,34.8,0.2313,0.245,+-0.01,0.01,0.001,0.003
323.15,34.68,0.2765,0.261,+-0.01,0.01,0.001,0.003
323.15,34.56,0.3219,0.275,+-0.01,0.01,0.001,0.003
323.15,34.37,0.3718,0.296,+-0.01,0.01,0.001,0.003
323.15,34.17,0.4228,0.311,+-0.01,0.01,0.001,0.003
323.15,32.85,0.5604,0.371,+-0.01,0.01,0.001,0.003
323.15,31.56,0.6336,0.419,+-0.01,0.01,0.001,0.003
323.15,31.21,0.6601,0.429,+-0.01,0.01,0.001,0.003
323.15,29.57,0.7269,0.486,+-0.01,0.01,0.001,0.003
323.15,26.68,0.8218,0.591,+-0.01,0.01,0.001,0.003
323.15,25.49,0.8523,0.637,+-0.01,0.01,0.001,0.003
323.15,21.9,0.9383,0.809,+-0.01,0.01,0.001,0.003
