"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
39.5,1.328,0.1156,0.9966,+-0.1,+-0.25%,,
39.5,2.409,0.222,0.9972,+-0.1,+-0.25%,,
39.5,4.074,0.3896,0.997,+-0.1,+-0.25%,,
39.5,5.274,0.5251,0.9971,+-0.1,+-0.25%,,
39.5,6.628,0.7241,0.9955,+-0.1,+-0.25%,,
39.5,7.197,0.8409,0.9945,+-0.1,+-0.25%,,
