"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
398.76,101.3,0.0,0.0,+-0.01,+-0.05%,+-0.001,+-0.001
396.25,101.3,0.0372,0.101,+-0.01,+-0.05%,+-0.001,+-0.001
393.84,101.3,0.0728,0.191,+-0.01,+-0.05%,+-0.001,+-0.001
391.95,101.3,0.1023,0.2561,+-0.01,+-0.05%,+-0.001,+-0.001
391.8,101.3,0.1047,0.2616,+-0.01,+-0.05%,+-0.001,+-0.001
389.05,101.3,0.1481,0.3492,+-0.01,+-0.05%,+-0.001,+-0.001
386.79,101.3,0.1861,0.4182,+-0.01,+-0.05%,+-0.001,+-0.001
385.41,101.3,0.2093,0.4568,+-0.01,+-0.05%,+-0.001,+-0.001
383.2,101.3,0.2494,0.518,+-0.01,+-0.05%,+-0.001,+-0.001
381.08,101.3,0.2871,0.572,+-0.01,+-0.05%,+-0.001,+-0.001
379.19,101.3,0.3231,0.6154,+-0.01,+-0.05%,+-0.001,+-0.001
377.41,101.3,0.3591,0.6562,+-0.01,+-0.05%,+-0.001,+-0.001
375.82,101.3,0.3912,0.6895,+-0.01,+-0.05%,+-0.001,+-0.001
374.31,101.3,0.423,0.7198,+-0.01,+-0.05%,+-0.001,+-0.001
373.09,101.3,0.4493,0.7432,+-0.01,+-0.05%,+-0.001,+-0.001
372.11,101.3,0.4712,0.7615,+-0.01,+-0.05%,+-0.001,+-0.001
370.67,101.3,0.5033,0.7862,+-0.01,+-0.05%,+-0.001,+-0.001
369.72,101.3,0.5258,0.8027,+-0.01,+-0.05%,+-0.001,+-0.001
368.71,101.3,0.5499,0.8194,+-0.01,+-0.05%,+-0.001,+-0.001
367.09,101.3,0.5898,0.8445,+-0.01,+-0.05%,+-0.001,+-0.001
365.6,101.3,0.6281,0.8666,+-0.01,+-0.05%,+-0.001,+-0.001
364.2,101.3,0.6653,0.8856,+-0.01,+-0.05%,+-0.001,+-0.001
363.1,101.3,0.6958,0.9002,+-0.01,+-0.05%,+-0.001,+-0.001
362.09,101.3,0.7247,0.9128,+-0.01,+-0.05%,+-0.001,+-0.001
359.72,101.3,0.7959,0.9405,+-0.01,+-0.05%,+-0.001,+-0.001
359.02,101.3,0.8284,0.9483,+-0.01,+-0.05%,+-0.001,+-0.001
357.85,101.3,0.8573,0.961,+-0.01,+-0.05%,+-0.001,+-0.001
357.03,101.3,0.8848,0.9692,+-0.01,+-0.05%,+-0.001,+-0.001
355.24,101.3,0.9491,0.987,+-0.01,+-0.05%,+-0.001,+-0.001
353.87,101.3,1.0,1.0,+-0.01,+-0.05%,+-0.001,+-0.001
