"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
10.0,0.6772,0.0,0.0,+-0.1,+-0.0005,,
10.0,0.7326,0.1135,0.1683,+-0.1,+-0.0005,,
10.0,0.7774,0.2077,0.2916,+-0.1,+-0.0005,,
10.0,0.8195,0.299,0.3991,+-0.1,+-0.0005,,
10.0,0.8666,0.4062,0.5108,+-0.1,+-0.0005,,
10.0,0.908,0.5025,0.604,+-0.1,+-0.0005,,
10.0,0.9496,0.6016,0.6915,+-0.1,+-0.0005,,
10.0,0.9901,0.7025,0.7719,+-0.1,+-0.0005,,
10.0,0.9042,0.5041,0.6049,+-0.1,+-0.0005,,
10.0,0.9894,0.7022,0.7868,+-0.1,+-0.0005,,
10.0,1.0263,0.7999,0.851,+-0.1,+-0.0005,,
10.0,1.0645,0.9012,0.9275,+-0.1,+-0.0005,,
10.0,1.1035,1.0,1.0,+-0.1,+-0.0005,,
