"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
288.5,5.12,0.0,0.0,+-0.01,+-0.02,+-0.001,+-0.001
288.5,5.59,0.015,0.052,+-0.01,+-0.02,+-0.001,+-0.001
288.5,6.21,0.042,0.108,+-0.01,+-0.02,+-0.001,+-0.001
288.5,6.6,0.061,0.137,+-0.01,+-0.02,+-0.001,+-0.001
288.5,6.61,0.061,0.138,+-0.01,+-0.02,+-0.001,+-0.001
288.5,7.11,0.086,0.167,+-0.01,+-0.02,+-0.001,+-0.001
288.5,7.51,0.112,0.185,+-0.01,+-0.02,+-0.001,+-0.001
288.5,7.82,0.128,0.195,+-0.01,+-0.02,+-0.001,+-0.001
288.5,7.87,0.129,0.194,+-0.01,+-0.02,+-0.001,+-0.001
288.5,8.15,0.175,0.175,+-0.01,+-0.02,+-0.001,+-0.001
