"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,20.666,0.0,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,21.55,0.0674,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,22.766,0.1578,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,24.077,0.2547,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,25.305,0.3455,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,26.754,0.4508,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,28.106,0.5525,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,29.488,0.6539,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,30.844,0.7536,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,32.249,0.8554,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,33.622,0.9554,,+-0.01,+-0.003,+-0.0005,0.0005
373.15,34.257,1.0,,+-0.01,+-0.003,+-0.0005,0.0005
