"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
110.0,2.456,0.0,0.0,+-0.1,+-0.15%,,
110.0,2.599,0.0139,0.0504,+-0.1,+-0.15%,,
110.0,2.82,0.0304,0.1027,+-0.1,+-0.15%,,
110.0,3.165,0.0558,0.1698,+-0.1,+-0.15%,,
110.0,3.723,0.0975,0.2551,+-0.1,+-0.15%,,
110.0,4.62,0.1717,0.3445,+-0.1,+-0.15%,,
110.0,5.323,0.2361,0.3814,+-0.1,+-0.15%,,
110.0,5.633,0.2683,0.3832,+-0.1,+-0.15%,,
110.0,5.916,0.3164,0.37,+-0.1,+-0.15%,,
110.0,5.998,0.3436,0.3436,+-0.1,+-0.15%,,
