"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,56.955,0.0877,0.506,+-0.03,+-0.03,,
333.15,59.002,0.1087,0.5275,+-0.03,+-0.03,,
333.15,62.004,0.1955,0.571,+-0.03,+-0.03,,
333.15,63.565,0.2733,0.5863,+-0.03,+-0.03,,
333.15,64.043,0.3251,0.5946,+-0.03,+-0.03,,
333.15,64.292,0.3548,0.599,+-0.03,+-0.03,,
333.15,65.059,0.4458,0.6032,+-0.03,+-0.03,,
333.15,65.117,0.4708,0.6031,+-0.03,+-0.03,,
333.15,65.234,0.5126,0.6065,+-0.03,+-0.03,,
333.15,65.272,0.5489,0.6091,+-0.03,+-0.03,,
333.15,65.332,0.58,0.6094,+-0.03,+-0.03,,
333.15,65.194,0.6621,0.6164,+-0.03,+-0.03,,
333.15,64.974,0.7253,0.6294,+-0.03,+-0.03,,
333.15,64.446,0.7775,0.6442,+-0.03,+-0.03,,
333.15,63.685,0.8359,0.6628,+-0.03,+-0.03,,
333.15,61.864,0.8871,0.6959,+-0.03,+-0.03,,
333.15,59.853,0.9187,0.7422,+-0.03,+-0.03,,
