"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
370.35,101.32,0.0,0.0,,,,
361.85,101.32,0.0705,0.3112,,,,
360.15,101.32,0.087,0.3654,,,,
358.65,101.32,0.1026,0.4109,,,,
357.45,101.32,0.1191,0.4472,,,,
356.65,101.32,0.1292,0.4706,,,,
355.28,101.32,0.1462,0.5049,,,,
354.15,101.32,0.1618,0.5354,,,,
353.35,101.32,0.1755,0.5537,,,,
351.35,101.32,0.1946,0.5899,,,,
350.95,101.32,0.2123,0.6114,,,,
349.95,101.32,0.2288,0.6343,,,,
347.85,101.32,0.2699,0.6839,,,,
346.85,101.32,0.2934,0.7048,,,,
342.35,101.32,0.4022,0.7822,,,,
340.25,101.32,0.4685,0.8142,,,,
339.35,101.32,0.5035,0.83,,,,
338.6,101.32,0.5367,0.8418,,,,
338.05,101.32,0.5623,0.8496,,,,
337.25,101.32,0.5956,0.8619,,,,
336.65,101.32,0.6231,0.8712,,,,
336.1,101.32,0.6528,0.88,,,,
335.55,101.32,0.6827,0.8905,,,,
334.95,101.32,0.7111,0.8991,,,,
334.45,101.32,0.7373,0.9061,,,,
333.95,101.32,0.7694,0.9167,,,,
333.25,101.32,0.8086,0.9289,,,,
332.65,101.32,0.839,0.9394,,,,
332.15,101.32,0.8693,0.9498,,,,
331.55,101.32,0.9061,0.9624,,,,
330.85,101.32,0.9412,0.9756,,,,
330.65,101.32,0.9573,0.982,,,,
330.4,101.32,0.9711,0.9874,,,,
329.82,101.32,1.0,1.0,,,,
