"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
110.6,760,0.0,0.0,+-0.05,,0.1%,0.1%
89.9,760,0.046,0.519,+-0.05,,0.1%,0.1%
84.8,760,0.058,0.627,+-0.05,,0.1%,0.1%
80.4,760,0.07,0.704,+-0.05,,0.1%,0.1%
74.75,760,0.094,0.777,+-0.05,,0.1%,0.1%
71.3,760,0.114,0.793,+-0.05,,0.1%,0.1%
69.7,760,0.132,0.801,+-0.05,,0.1%,0.1%
66.75,760,0.234,0.813,+-0.05,,0.1%,0.1%
65.75,760,0.33,0.822,+-0.05,,0.1%,0.1%
65.1,760,0.439,0.828,+-0.05,,0.1%,0.1%
64.15,760,0.675,0.842,+-0.05,,0.1%,0.1%
63.7,760,0.83,0.866,+-0.05,,0.1%,0.1%
63.6,760,0.87,0.878,+-0.05,,0.1%,0.1%
63.7,760,0.93,0.912,+-0.05,,0.1%,0.1%
64.1,760,0.974,0.952,+-0.05,,0.1%,0.1%
64.6,760,1.0,1.0,+-0.05,,0.1%,0.1%
