"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.16,3.545,0.3928,,0.02,0.005,0.001,0.001
273.25,3.945,0.3928,,0.02,0.005,0.001,0.001
293.27,4.81,0.3928,,0.02,0.005,0.001,0.001
303.21,5.75,0.3928,,0.02,0.005,0.001,0.001
313.19,6.74,0.3928,,0.02,0.005,0.001,0.001
323.14,7.72,0.3928,,0.02,0.005,0.001,0.001
333.16,8.72,0.3928,,0.02,0.005,0.001,0.001
343.22,9.67,0.3928,,0.02,0.005,0.001,0.001
353.3,10.56,0.3928,,0.02,0.005,0.001,0.001
363.71,11.4,0.3928,,0.02,0.005,0.001,0.001
373.72,12.115,0.3928,,0.02,0.005,0.001,0.001
383.71,12.735,0.3928,,0.02,0.005,0.001,0.001
393.74,13.265,0.3928,,0.02,0.005,0.001,0.001
403.78,13.67,0.3928,,0.02,0.005,0.001,0.001
413.74,13.937,0.3928,,0.02,0.005,0.001,0.001
423.71,14.032,0.3928,,0.02,0.005,0.001,0.001
433.66,13.892,0.3928,,0.02,0.005,0.001,0.001
443.72,13.507,0.3928,,0.02,0.005,0.001,0.001
448.7,13.222,0.3928,,0.02,0.005,0.001,0.001
