"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
292.31,3.094,0.1908,,0.01,,+-0.001,
297.21,3.425,0.1908,,0.01,,+-0.001,
302.08,3.78,0.1908,,0.01,,+-0.001,
306.99,4.159,0.1908,,0.01,,+-0.001,
311.92,4.569,0.1908,,0.01,,+-0.001,
316.82,5.012,0.1908,,0.01,,+-0.001,
321.72,5.472,0.1908,,0.01,,+-0.001,
326.64,5.963,0.1908,,0.01,,+-0.001,
331.53,6.481,0.1908,,0.01,,+-0.001,
336.43,7.006,0.1908,,0.01,,+-0.001,
341.33,7.546,0.1908,,0.01,,+-0.001,
346.25,8.093,0.1908,,0.01,,+-0.001,
351.25,8.693,0.1908,,0.01,,+-0.001,
356.03,9.185,0.1908,,0.01,,+-0.001,
360.95,9.726,0.1908,,0.01,,+-0.001,
