"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
75,0.186,0.0,,,,,
75,10.0,0.038,,,,,
75,20.0,0.075,0.985,,,,
75,30.0,0.112,0.99,,,,
75,40.0,0.148,0.992,,,,
75,50.0,0.183,0.993,,,,
75,60.0,0.218,0.994,,,,
75,70.0,0.251,0.994,,,,
