"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
428.99,1.505,0.272,,+-0.05,+-0.01,0.001,
438.59,1.85,0.272,,+-0.05,+-0.01,0.001,
448.11,2.245,0.272,,+-0.05,+-0.01,0.001,
459.48,2.79,0.272,,+-0.05,+-0.01,0.001,
469.1,3.318,0.272,,+-0.05,+-0.01,0.001,
479.17,3.929,0.272,,+-0.05,+-0.01,0.001,
488.66,4.563,0.272,,+-0.05,+-0.01,0.001,
497.63,5.218,0.272,,+-0.05,+-0.01,0.001,
508.01,5.993,0.272,,+-0.05,+-0.01,0.001,
516.82,6.66,0.272,,+-0.05,+-0.01,0.001,
526.4,7.306,0.272,,+-0.05,+-0.01,0.001,
535.77,7.653,0.272,,+-0.05,+-0.01,0.001,
538.55,7.62,0.272,,+-0.05,+-0.01,0.001,
539.6,7.6,0.272,,+-0.05,+-0.01,0.001,
