"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
77.7,760,0.023,0.136,+-0.1,+-2,,
70.05,760,0.06,0.257,+-0.1,+-2,,
68.25,760,0.117,0.424,+-0.1,+-2,,
64.7,760,0.21,0.558,+-0.1,+-2,,
64.1,760,0.246,0.6,+-0.1,+-2,,
63.9,760,0.286,0.637,+-0.1,+-2,,
62.25,760,0.398,0.672,+-0.1,+-2,,
62.2,760,0.417,0.672,+-0.1,+-2,,
61.9,760,0.493,0.691,+-0.1,+-2,,
61.55,760,0.593,0.706,+-0.1,+-2,,
61.6,760,0.657,0.72,+-0.1,+-2,,
61.65,760,0.673,0.725,+-0.1,+-2,,
61.6,760,0.728,0.727,+-0.1,+-2,,
61.8,760,0.872,0.758,+-0.1,+-2,,
62.5,760,0.923,0.799,+-0.1,+-2,,
63.9,760,0.975,0.856,+-0.1,+-2,,
