"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
373.15,16.629,0.0,,+-0.01,+-0.003,,
373.15,16.605,0.0,,+-0.01,+-0.003,,
373.15,16.36,0.0455,,+-0.01,+-0.003,,
373.15,15.808,0.1477,,+-0.01,+-0.003,,
373.15,15.215,0.2595,,+-0.01,+-0.003,,
373.15,14.7,0.3528,,+-0.01,+-0.003,,
373.15,14.147,0.4464,,+-0.01,+-0.003,,
373.15,13.606,0.5373,,+-0.01,+-0.003,,
373.15,13.839,0.4987,,+-0.01,+-0.003,,
373.15,13.525,0.5503,,+-0.01,+-0.003,,
373.15,12.834,0.6622,,+-0.01,+-0.003,,
373.15,12.266,0.7525,,+-0.01,+-0.003,,
373.15,11.557,0.8614,,+-0.01,+-0.003,,
373.15,10.887,0.9609,,+-0.01,+-0.003,,
373.15,10.619,1.0,,+-0.01,+-0.003,,
