"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.15,58.1,0.0,,,+-0.4,,
318.15,85.09,0.1017,,,+-0.4,,
318.15,108.35,0.1968,,,+-0.4,,
318.15,132.52,0.2925,,,+-0.4,,
318.15,144.66,0.34,,,+-0.4,,
318.15,172.23,0.4447,,,+-0.4,,
318.15,184.0,0.4861,,,+-0.4,,
318.15,212.66,0.5893,,,+-0.4,,
318.15,247.24,0.705,,,+-0.4,,
318.15,275.35,0.7995,,,+-0.4,,
318.15,305.67,0.9029,,,+-0.4,,
318.15,333.23,1.0,,,+-0.4,,
