"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
92.5,38.5,0.035,0.2901,0.1,1,0.001%,0.001%
92.5,42.0,0.0442,0.3492,0.1,1,0.001%,0.001%
92.5,45.0,0.0555,0.396,0.1,1,0.001%,0.001%
92.5,57.4,0.0955,0.5285,0.1,1,0.001%,0.001%
92.5,69.0,0.1371,0.6056,0.1,1,0.001%,0.001%
92.5,84.3,0.2013,0.709,0.1,1,0.001%,0.001%
92.5,98.8,0.25,0.7597,0.1,1,0.001%,0.001%
92.5,131.0,0.3605,0.8421,0.1,1,0.001%,0.001%
92.5,150.0,0.4156,0.8808,0.1,1,0.001%,0.001%
92.5,171.3,0.4631,0.8998,0.1,1,0.001%,0.001%
92.5,223.3,0.5908,0.9485,0.1,1,0.001%,0.001%
92.5,270.0,0.6874,0.9724,0.1,1,0.001%,0.001%
92.5,328.0,0.8063,0.9895,0.1,1,0.001%,0.001%
92.5,390.0,0.9273,0.9981,0.1,1,0.001%,0.001%
