"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-20.2,2.4,0.0,0.0,+-0.05,0.2%,,
-20.2,3.3,0.03,0.313,+-0.05,0.2%,,
-20.2,4.5,0.055,0.513,+-0.05,0.2%,,
-20.2,6.2,0.125,0.661,+-0.05,0.2%,,
-20.2,7.7,0.177,0.723,+-0.05,0.2%,,
-20.2,9.6,0.246,0.776,+-0.05,0.2%,,
-20.2,11.1,0.322,0.811,+-0.05,0.2%,,
-20.2,12.8,0.401,0.845,+-0.05,0.2%,,
-20.2,14.6,0.544,0.878,+-0.05,0.2%,,
-20.2,16.4,0.694,0.906,+-0.05,0.2%,,
-20.2,18.1,0.868,0.951,+-0.05,0.2%,,
-20.2,19.3,1.0,1.0,+-0.05,0.2%,,
