"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-130.1,10.6,0.0031,0.214,+-0.1,+-0.1,1%,1%
-130.1,19.9,0.0168,0.541,+-0.1,+-0.1,1%,1%
-130.1,40.2,0.0477,0.721,+-0.1,+-0.1,1%,1%
-130.1,59.1,0.0684,0.779,+-0.1,+-0.1,1%,1%
-130.1,78.7,0.0992,0.802,+-0.1,+-0.1,1%,1%
-130.1,100.2,0.127,0.81,+-0.1,+-0.1,1%,1%
