"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
-30,0.187,0.115,0.024,,,,
-30,0.152,0.1545,0.129,,,,
-30,0.499,0.1896,0.727,,,,
-30,2.88,0.2145,,,,,
