"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
381.1,70.5,0.0,0.0,0.1,0.13,,
374.5,70.5,0.0601,0.2576,0.1,0.13,,
371.8,70.5,0.0965,0.3698,0.1,0.13,,
368.9,70.5,0.1313,0.4608,0.1,0.13,,
364.9,70.5,0.1893,0.5754,0.1,0.13,,
363.2,70.5,0.2129,0.6171,0.1,0.13,,
361.4,70.5,0.2378,0.6513,0.1,0.13,,
354.7,70.5,0.3687,0.7754,0.1,0.13,,
349.4,70.5,0.5458,0.8586,0.1,0.13,,
348.2,70.5,0.5829,0.8738,0.1,0.13,,
345.7,70.5,0.7037,0.9174,0.1,0.13,,
344.8,70.5,0.7342,0.9262,0.1,0.13,,
344.0,70.5,0.7609,0.9331,0.1,0.13,,
341.9,70.5,0.8887,0.9651,0.1,0.13,,
339.6,70.5,1.0,1.0,0.1,0.13,,
