"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
55,101.0,,0.0023,+-0.2,,,
55,117.7,,0.0072,+-0.2,,,
55,148.8,,0.0221,+-0.2,,,
55,188.9,,0.037,+-0.2,,,
55,245.7,,0.0649,+-0.2,,,
55,271.5,,0.0791,+-0.2,,,
55,104.8,0.511,,+-0.2,,,
55,119.9,0.474,,+-0.2,,,
55,153.3,0.424,,+-0.2,,,
55,189.3,0.38,,+-0.2,,,
55,230.7,0.311,,+-0.2,,,
55,271.1,0.268,,+-0.2,,,
