"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,18.91,0.0,0.0,+-0.01,+-0.013,,
323.15,23.37,0.117,0.277,+-0.01,+-0.013,,
323.15,25.74,0.18,0.385,+-0.01,+-0.013,,
323.15,27.51,0.228,0.453,+-0.01,+-0.013,,
323.15,34.39,0.422,0.664,+-0.01,+-0.013,,
323.15,36.46,0.482,0.722,+-0.01,+-0.013,,
323.15,37.31,0.507,0.742,+-0.01,+-0.013,,
323.15,38.85,0.552,0.762,+-0.01,+-0.013,,
323.15,42.12,0.649,0.827,+-0.01,+-0.013,,
323.15,45.45,0.746,0.88,+-0.01,+-0.013,,
323.15,48.35,0.83,0.927,+-0.01,+-0.013,,
323.15,49.34,0.859,0.935,+-0.01,+-0.013,,
323.15,50.55,0.894,0.956,+-0.01,+-0.013,,
323.15,54.26,1.0,1.0,+-0.01,+-0.013,,
