"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
75,361.4,1.0,1.0,+-0.1,,+-0.1%,+-0.1%
75,329.6,0.778,0.991,+-0.1,,+-0.1%,+-0.1%
75,326.9,0.789,0.984,+-0.1,,+-0.1%,+-0.1%
75,323.3,0.758,0.984,+-0.1,,+-0.1%,+-0.1%
75,301.5,0.652,0.986,+-0.1,,+-0.1%,+-0.1%
75,297.3,0.6,0.987,+-0.1,,+-0.1%,+-0.1%
75,278.1,0.534,0.985,+-0.1,,+-0.1%,+-0.1%
75,262.7,0.464,0.983,+-0.1,,+-0.1%,+-0.1%
75,256.0,0.408,0.983,+-0.1,,+-0.1%,+-0.1%
75,217.2,0.308,0.977,+-0.1,,+-0.1%,+-0.1%
75,216.4,0.287,0.978,+-0.1,,+-0.1%,+-0.1%
75,166.2,0.201,0.959,+-0.1,,+-0.1%,+-0.1%
75,130.0,0.136,0.937,+-0.1,,+-0.1%,+-0.1%
75,126.4,0.126,0.952,+-0.1,,+-0.1%,+-0.1%
75,117.7,0.128,0.924,+-0.1,,+-0.1%,+-0.1%
