"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
35,77.9,,0.0016,+-0.2,,,
35,79.1,,0.0078,+-0.2,,,
35,97.1,,0.0159,+-0.2,,,
35,121.5,,0.0213,+-0.2,,,
35,157.1,,0.029,+-0.2,,,
35,200.2,,0.0374,+-0.2,,,
35,245.3,,0.0447,+-0.2,,,
35,277.4,,0.05,+-0.2,,,
35,20.6,0.877,,+-0.2,,,
35,34.8,0.785,,+-0.2,,,
35,55.4,0.655,,+-0.2,,,
35,68.9,0.569,,+-0.2,,,
35,79.8,0.527,,+-0.2,,,
35,91.5,0.503,,+-0.2,,,
35,137.9,0.469,,+-0.2,,,
35,200.2,0.439,,+-0.2,,,
35,270.8,0.398,,+-0.2,,,
