"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
424.75,100.0,0.0,0.0,+-0.1,+-0.01,,
423.85,100.0,0.012,0.028,+-0.1,+-0.01,,
423.15,100.0,0.03,0.069,+-0.1,+-0.01,,
422.05,100.0,0.052,0.116,+-0.1,+-0.01,,
420.45,100.0,0.089,0.188,+-0.1,+-0.01,,
418.35,100.0,0.138,0.28,+-0.1,+-0.01,,
414.45,100.0,0.22,0.431,+-0.1,+-0.01,,
411.15,100.0,0.312,0.55,+-0.1,+-0.01,,
406.85,100.0,0.426,0.685,+-0.1,+-0.01,,
403.45,100.0,0.531,0.777,+-0.1,+-0.01,,
400.25,100.0,0.618,0.841,+-0.1,+-0.01,,
398.05,100.0,0.699,0.9,+-0.1,+-0.01,,
396.65,100.0,0.74,0.918,+-0.1,+-0.01,,
395.05,100.0,0.798,0.936,+-0.1,+-0.01,,
393.35,100.0,0.861,0.96,+-0.1,+-0.01,,
393.25,100.0,0.867,0.964,+-0.1,+-0.01,,
392.25,100.0,0.901,0.971,+-0.1,+-0.01,,
392.05,100.0,0.908,0.975,+-0.1,+-0.01,,
391.55,100.0,0.931,0.981,+-0.1,+-0.01,,
390.55,100.0,0.963,0.99,+-0.1,+-0.01,,
390.15,100.0,1.0,1.0,+-0.1,+-0.01,,
