"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
298.47,6313,0.107,,0.003,+-0.01,,
322.89,15772,0.1107,,0.003,+-0.01,,
298.46,9866,0.2045,,0.003,+-0.01,,
322.88,24570,0.2045,,0.003,+-0.01,,
298.46,13061,0.2929,,0.003,+-0.01,,
322.88,32320,0.2929,,0.003,+-0.01,,
298.45,16610,0.3992,,0.003,+-0.01,,
322.88,41132,0.3992,,0.003,+-0.01,,
298.45,19974,0.5046,,0.003,+-0.01,,
322.88,49225,0.5046,,0.003,+-0.01,,
