"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
355.3,96.7,0.0,0.0,+-0.05,+-0.05,,
348.15,96.7,0.111,0.3251,+-0.05,+-0.05,,
343.15,96.7,0.2052,0.3885,+-0.05,+-0.05,,
342.25,96.7,0.2651,0.4201,+-0.05,+-0.05,,
341.25,96.7,0.4002,0.4721,+-0.05,+-0.05,,
341.05,96.7,0.495,0.495,+-0.05,+-0.05,,
341.15,96.7,0.5503,0.515,+-0.05,+-0.05,,
341.65,96.7,0.6301,0.5413,+-0.05,+-0.05,,
342.15,96.7,0.7402,0.5935,+-0.05,+-0.05,,
343.15,96.7,0.8051,0.6401,+-0.05,+-0.05,,
344.65,96.7,0.9052,0.7403,+-0.05,+-0.05,,
347.15,96.7,0.9601,0.8571,+-0.05,+-0.05,,
350.03,96.7,1.0,1.0,+-0.05,+-0.05,,
