"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
89.4,400,0.0005,0.0013,+-0.1,+-2,+-0.4%,+-0.4%
88.6,400,0.054,0.087,+-0.1,+-2,+-0.4%,+-0.4%
87.6,400,0.1145,0.182,+-0.1,+-2,+-0.4%,+-0.4%
86.45,400,0.193,0.2805,+-0.1,+-2,+-0.4%,+-0.4%
85.7,400,0.257,0.358,+-0.1,+-2,+-0.4%,+-0.4%
84.4,400,0.357,0.455,+-0.1,+-2,+-0.4%,+-0.4%
83.7,400,0.413,0.508,+-0.1,+-2,+-0.4%,+-0.4%
83.0,400,0.482,0.568,+-0.1,+-2,+-0.4%,+-0.4%
82.4,400,0.5485,0.622,+-0.1,+-2,+-0.4%,+-0.4%
81.6,400,0.637,0.694,+-0.1,+-2,+-0.4%,+-0.4%
81.25,400,0.696,0.7445,+-0.1,+-2,+-0.4%,+-0.4%
80.5,400,0.798,0.832,+-0.1,+-2,+-0.4%,+-0.4%
80.2,400,0.883,0.899,+-0.1,+-2,+-0.4%,+-0.4%
79.7,400,0.99,0.992,+-0.1,+-2,+-0.4%,+-0.4%
