"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
115.16,101.3,0.0323,0.0858,+-0.02,,,
113.57,101.3,0.0618,0.1593,+-0.02,,,
111.43,101.3,0.1053,0.2432,+-0.02,,,
108.69,101.3,0.1608,0.355,+-0.02,,,
106.45,101.3,0.2113,0.4383,+-0.02,,,
104.6,101.3,0.2565,0.5088,+-0.02,,,
102.45,101.3,0.3035,0.5872,+-0.02,,,
100.65,101.3,0.3454,0.635,+-0.02,,,
99.29,101.3,0.3826,0.6717,+-0.02,,,
98.37,101.3,0.4092,0.7012,+-0.02,,,
95.59,101.3,0.5076,0.7818,+-0.02,,,
94.6,101.3,0.5299,0.8045,+-0.02,,,
93.94,101.3,0.5537,0.8225,+-0.02,,,
91.48,101.3,0.6473,0.8749,+-0.02,,,
88.42,101.3,0.75,0.9269,+-0.02,,,
85.14,101.3,0.8933,0.9737,+-0.02,,,
83.84,101.3,0.943,0.9823,+-0.02,,,
