"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
64.6,760,0.0,0.0,+-0.1,+-0.5,,
63.3,760,0.029,0.089,+-0.1,+-0.5,,
61.8,760,0.048,0.137,+-0.1,+-0.5,,
60.6,760,0.07,0.187,+-0.1,+-0.5,,
58.0,760,0.136,0.331,+-0.1,+-0.5,,
56.9,760,0.169,0.371,+-0.1,+-0.5,,
56.0,760,0.196,0.391,+-0.1,+-0.5,,
54.5,760,0.259,0.454,+-0.1,+-0.5,,
53.7,760,0.314,0.504,+-0.1,+-0.5,,
53.1,760,0.365,0.539,+-0.1,+-0.5,,
52.6,760,0.4,0.559,+-0.1,+-0.5,,
52.4,760,0.426,0.576,+-0.1,+-0.5,,
52.0,760,0.513,0.609,+-0.1,+-0.5,,
51.8,760,0.571,0.634,+-0.1,+-0.5,,
51.5,760,0.651,0.651,+-0.1,+-0.5,,
51.8,760,0.705,0.655,+-0.1,+-0.5,,
51.9,760,0.774,0.676,+-0.1,+-0.5,,
52.3,760,0.85,0.708,+-0.1,+-0.5,,
52.9,760,0.916,0.74,+-0.1,+-0.5,,
55.4,760,0.986,0.84,+-0.1,+-0.5,,
56.3,760,0.996,0.873,+-0.1,+-0.5,,
57.8,760,0.998,0.939,+-0.1,+-0.5,,
60.3,760,1.0,1.0,+-0.1,+-0.5,,
