"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
80,250,0.025,0.075,+-0.1,+-1,,
80,260,0.048,0.135,+-0.1,+-1,,
80,275,0.087,0.21,+-0.1,+-1,,
80,285,0.105,0.24,+-0.1,+-1,,
80,304,0.16,0.34,+-0.1,+-1,,
80,307,0.165,0.345,+-0.1,+-1,,
80,331,0.25,0.435,+-0.1,+-1,,
80,355,0.35,0.53,+-0.1,+-1,,
80,374,0.435,0.585,+-0.1,+-1,,
80,389,0.55,0.665,+-0.1,+-1,,
80,404,0.65,0.725,+-0.1,+-1,,
80,407,0.78,0.855,+-0.1,+-1,,
80,409,0.782,0.796,+-0.1,+-1,,
80,408,0.817,0.825,+-0.1,+-1,,
80,410,0.91,0.902,+-0.1,+-1,,
80,409,0.955,0.948,+-0.1,+-1,,
