"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
300.1,9.48,0.0493,0.9962,+-0.1,+-0.05,,
300.1,19.74,0.102,0.9979,+-0.1,+-0.05,,
300.1,30.21,0.152,0.9985,+-0.1,+-0.05,,
300.1,40.17,0.195,0.9986,+-0.1,+-0.05,,
300.1,50.11,0.23,0.9986,+-0.1,+-0.05,,
