"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
74.7,169.0,0.0,0.0,+-0.1,+-0.1,,
74.7,171.7,0.01,0.025,+-0.1,+-0.1,,
74.7,179.3,0.026,0.09,+-0.1,+-0.1,,
74.7,182.0,0.04,0.146,+-0.1,+-0.1,,
74.7,192.4,0.055,0.18,+-0.1,+-0.1,,
74.7,202.4,0.085,0.23,+-0.1,+-0.1,,
74.7,221.5,0.125,0.347,+-0.1,+-0.1,,
74.7,234.7,0.155,0.365,+-0.1,+-0.1,,
74.7,237.3,0.18,0.416,+-0.1,+-0.1,,
74.7,254.1,0.232,0.43,+-0.1,+-0.1,,
74.7,267.9,0.304,0.525,+-0.1,+-0.1,,
74.7,310.6,0.52,0.725,+-0.1,+-0.1,,
74.7,316.4,0.555,0.705,+-0.1,+-0.1,,
74.7,318.9,0.575,0.737,+-0.1,+-0.1,,
74.7,326.6,0.625,0.742,+-0.1,+-0.1,,
74.7,337.3,0.745,0.827,+-0.1,+-0.1,,
74.7,347.4,0.82,0.875,+-0.1,+-0.1,,
74.7,351.1,0.845,0.895,+-0.1,+-0.1,,
74.7,354.2,0.9,0.93,+-0.1,+-0.1,,
74.7,358.8,0.95,0.98,+-0.1,+-0.1,,
74.7,361.0,0.975,0.985,+-0.1,+-0.1,,
74.7,361.7,1.0,1.0,+-0.1,+-0.1,,
