"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45.0,334.1,0.0,0.0,+-0.03,+-0.5,,
45.0,333.3,0.0105,0.0081,+-0.03,+-0.5,,
45.0,331.5,0.0224,0.0174,+-0.03,+-0.5,,
45.0,329.0,0.0518,0.0437,+-0.03,+-0.5,,
45.0,328.1,0.0997,0.0932,+-0.03,+-0.5,,
45.0,331.3,0.2119,0.241,+-0.03,+-0.5,,
45.0,362.0,0.3376,0.4616,+-0.03,+-0.5,,
45.0,388.9,0.4038,0.5667,+-0.03,+-0.5,,
45.0,439.0,0.502,0.7073,+-0.03,+-0.5,,
45.0,493.7,0.5991,0.7997,+-0.03,+-0.5,,
45.0,542.5,0.6938,0.869,+-0.03,+-0.5,,
45.0,608.8,0.8271,0.933,+-0.03,+-0.5,,
45.0,643.7,0.9049,0.9641,+-0.03,+-0.5,,
45.0,661.0,0.952,0.9814,+-0.03,+-0.5,,
45.0,676.9,0.9799,0.9919,+-0.03,+-0.5,,
45.0,680.6,0.9893,0.9955,+-0.03,+-0.5,,
45.0,682.1,1.0,1.0,+-0.03,+-0.5,,
