"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
100,3.2,0.0,0.0,0.02,0.15%,0.001,0.001
100,500.0,0.0135,0.9921,0.02,0.15%,0.001,0.001
100,1000.0,0.0269,0.9949,0.02,0.15%,0.001,0.001
100,1500.0,0.04,0.9964,0.02,0.15%,0.001,0.001
100,2000.0,0.053,0.9969,0.02,0.15%,0.001,0.001
100,2500.0,0.0658,0.997,0.02,0.15%,0.001,0.001
100,3000.0,0.0784,0.9971,0.02,0.15%,0.001,0.001
100,3500.0,0.0906,0.9972,0.02,0.15%,0.001,0.001
100,4000.0,0.1028,0.9973,0.02,0.15%,0.001,0.001
100,4500.0,0.1145,0.9973,0.02,0.15%,0.001,0.001
100,5000.0,0.126,0.9972,0.02,0.15%,0.001,0.001
100,6000.0,0.148,0.997,0.02,0.15%,0.001,0.001
100,7000.0,0.1692,0.9967,0.02,0.15%,0.001,0.001
100,8000.0,0.1893,0.996,0.02,0.15%,0.001,0.001
