"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
337.85,92,0.0,0.0,+-0.02,+-0.1,+-0.008,+-0.008
336.95,92,0.019,0.055,+-0.02,+-0.1,+-0.008,+-0.008
336.35,92,0.035,0.093,+-0.02,+-0.1,+-0.008,+-0.008
335.25,92,0.059,0.143,+-0.02,+-0.1,+-0.008,+-0.008
334.35,92,0.085,0.195,+-0.02,+-0.1,+-0.008,+-0.008
332.75,92,0.15,0.287,+-0.02,+-0.1,+-0.008,+-0.008
331.45,92,0.209,0.358,+-0.02,+-0.1,+-0.008,+-0.008
330.45,92,0.257,0.412,+-0.02,+-0.1,+-0.008,+-0.008
329.95,92,0.299,0.447,+-0.02,+-0.1,+-0.008,+-0.008
328.55,92,0.387,0.524,+-0.02,+-0.1,+-0.008,+-0.008
327.75,92,0.458,0.572,+-0.02,+-0.1,+-0.008,+-0.008
327.25,92,0.515,0.615,+-0.02,+-0.1,+-0.008,+-0.008
326.95,92,0.561,0.644,+-0.02,+-0.1,+-0.008,+-0.008
326.45,92,0.636,0.688,+-0.02,+-0.1,+-0.008,+-0.008
326.25,92,0.694,0.727,+-0.02,+-0.1,+-0.008,+-0.008
326.15,92,0.744,0.762,+-0.02,+-0.1,+-0.008,+-0.008
326.05,92,0.793,0.797,+-0.02,+-0.1,+-0.008,+-0.008
326.05,92,0.823,0.817,+-0.02,+-0.1,+-0.008,+-0.008
326.05,92,0.848,0.84,+-0.02,+-0.1,+-0.008,+-0.008
326.35,92,0.923,0.906,+-0.02,+-0.1,+-0.008,+-0.008
326.65,92,0.961,0.95,+-0.02,+-0.1,+-0.008,+-0.008
326.85,92,0.979,0.971,+-0.02,+-0.1,+-0.008,+-0.008
327.32,92,1.0,1.0,+-0.02,+-0.1,+-0.008,+-0.008
