"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
364.3,3.386,0.807,0.967,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,3.116,0.756,0.966,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,3.108,0.75,0.961,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,2.869,0.698,0.957,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,2.577,0.622,0.949,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,2.331,0.549,0.939,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,2.2,0.505,0.932,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,1.879,0.419,0.92,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,1.644,0.348,0.908,+-0.05,+-0.5%,+-0.005,+-0.005
364.3,1.499,0.32,0.883,+-0.05,+-0.5%,+-0.005,+-0.005
