"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
420.02,1.314,0.402,,+-0.05,+-0.01,0.001,
427.25,1.52,0.402,,+-0.05,+-0.01,0.001,
437.54,1.89,0.402,,+-0.05,+-0.01,0.001,
447.99,2.325,0.402,,+-0.05,+-0.01,0.001,
459.03,2.85,0.402,,+-0.05,+-0.01,0.001,
467.5,3.3,0.402,,+-0.05,+-0.01,0.001,
476.92,3.845,0.402,,+-0.05,+-0.01,0.001,
488.52,4.575,0.402,,+-0.05,+-0.01,0.001,
499.3,5.28,0.402,,+-0.05,+-0.01,0.001,
506.76,5.76,0.402,,+-0.05,+-0.01,0.001,
519.25,6.241,0.402,,+-0.05,+-0.01,0.001,
520.12,6.218,0.402,,+-0.05,+-0.01,0.001,
520.36,6.203,0.402,,+-0.05,+-0.01,0.001,
520.5,6.2,0.402,,+-0.05,+-0.01,0.001,
