"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
345.15,7.031,0.0,0.0,,,,
345.15,21.8,0.05,0.6882,,,,
345.15,34.858,0.1,0.812,,,,
345.15,46.467,0.15,0.8641,,,,
345.15,56.88,0.2,0.8932,,,,
345.15,66.308,0.25,0.912,,,,
345.15,74.955,0.3,0.9254,,,,
345.15,82.997,0.35,0.9356,,,,
345.15,90.534,0.4,0.9438,,,,
345.15,97.652,0.45,0.9505,,,,
345.15,104.436,0.5,0.9563,,,,
345.15,110.965,0.55,0.9615,,,,
345.15,117.308,0.6,0.9661,,,,
345.15,123.528,0.65,0.9704,,,,
345.15,129.691,0.7,0.9745,,,,
345.15,135.863,0.75,0.9785,,,,
345.15,142.108,0.8,0.9824,,,,
345.15,148.491,0.85,0.9864,,,,
345.15,155.078,0.9,0.9905,,,,
345.15,161.932,0.95,0.9949,,,,
345.15,169.121,1.0,1.0,,,,
