"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
403.15,54.59,0.0,,+-0.01,+-0.003,,
403.15,54.03,0.0955,,+-0.01,+-0.003,,
403.15,52.75,0.1982,,+-0.01,+-0.003,,
403.15,49.88,0.3685,,+-0.01,+-0.003,,
403.15,47.75,0.4692,,+-0.01,+-0.003,,
403.15,45.8,0.5484,,+-0.01,+-0.003,,
403.15,44.5,0.5923,,+-0.01,+-0.003,,
403.15,43.32,0.6295,,+-0.01,+-0.003,,
403.15,42.24,0.6596,,+-0.01,+-0.003,,
403.15,39.01,0.7345,,+-0.01,+-0.003,,
403.15,35.75,0.7943,,+-0.01,+-0.003,,
403.15,30.72,0.8692,,+-0.01,+-0.003,,
403.15,25.46,0.9334,,+-0.01,+-0.003,,
403.15,21.41,0.9772,,+-0.01,+-0.003,,
403.15,19.19,1.0,,+-0.01,+-0.003,,
