"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
372.27,74.66,0.0,0.0,+-0.01,+-0.02,,
367.86,74.66,0.0221,0.1869,+-0.01,+-0.02,,
365.33,74.66,0.0378,0.2709,+-0.01,+-0.02,,
363.29,74.66,0.0514,0.3301,+-0.01,+-0.02,,
360.91,74.66,0.07,0.4038,+-0.01,+-0.02,,
358.47,74.66,0.0913,0.4717,+-0.01,+-0.02,,
356.13,74.66,0.1129,0.5325,+-0.01,+-0.02,,
348.68,74.66,0.1894,0.6896,+-0.01,+-0.02,,
347.17,74.66,0.2092,0.7182,+-0.01,+-0.02,,
346.53,74.66,0.2176,0.7291,+-0.01,+-0.02,,
344.29,74.66,0.2481,0.7637,+-0.01,+-0.02,,
342.42,74.66,0.2783,0.7903,+-0.01,+-0.02,,
341.11,74.66,0.3027,0.8094,+-0.01,+-0.02,,
339.11,74.66,0.3375,0.8313,+-0.01,+-0.02,,
336.91,74.66,0.3828,0.8544,+-0.01,+-0.02,,
335.44,74.66,0.4257,0.872,+-0.01,+-0.02,,
334.41,74.66,0.4497,0.8811,+-0.01,+-0.02,,
333.4,74.66,0.4819,0.8909,+-0.01,+-0.02,,
332.58,74.66,0.5084,0.8988,+-0.01,+-0.02,,
331.62,74.66,0.5408,0.9076,+-0.01,+-0.02,,
330.72,74.66,0.57,0.9152,+-0.01,+-0.02,,
329.9,74.66,0.6039,0.9228,+-0.01,+-0.02,,
328.92,74.66,0.6439,0.9317,+-0.01,+-0.02,,
328.06,74.66,0.6786,0.9384,+-0.01,+-0.02,,
327.21,74.66,0.7189,0.9466,+-0.01,+-0.02,,
326.46,74.66,0.749,0.9515,+-0.01,+-0.02,,
325.72,74.66,0.7869,0.9587,+-0.01,+-0.02,,
325.02,74.66,0.8187,0.9642,+-0.01,+-0.02,,
324.4,74.66,0.8503,0.9701,+-0.01,+-0.02,,
323.76,74.66,0.8805,0.9757,+-0.01,+-0.02,,
323.16,74.66,0.9079,0.9808,+-0.01,+-0.02,,
322.61,74.66,0.9349,0.9861,+-0.01,+-0.02,,
322.23,74.66,0.9521,0.9896,+-0.01,+-0.02,,
321.87,74.66,0.9694,0.9931,+-0.01,+-0.02,,
321.62,74.66,0.9818,0.9957,+-0.01,+-0.02,,
321.43,74.66,0.9906,0.9975,+-0.01,+-0.02,,
321.21,74.66,1.0,1.0,+-0.01,+-0.02,,
