"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
548.15,221.9,0.0,0.0,+-0.1,+-0.7,+-0.001,+-0.001
548.15,229.6,0.036,0.074,+-0.1,+-0.7,+-0.001,+-0.001
548.15,243.4,0.099,0.177,+-0.1,+-0.7,+-0.001,+-0.001
548.15,264.7,0.187,0.304,+-0.1,+-0.7,+-0.001,+-0.001
548.15,286.0,0.305,0.442,+-0.1,+-0.7,+-0.001,+-0.001
548.15,313.8,0.447,0.58,+-0.1,+-0.7,+-0.001,+-0.001
548.15,337.2,0.583,0.692,+-0.1,+-0.7,+-0.001,+-0.001
548.15,353.4,0.689,0.779,+-0.1,+-0.7,+-0.001,+-0.001
548.15,369.7,0.817,0.872,+-0.1,+-0.7,+-0.001,+-0.001
548.15,379.8,0.905,0.932,+-0.1,+-0.7,+-0.001,+-0.001
548.15,386.6,1.0,1.0,+-0.1,+-0.7,+-0.001,+-0.001
