"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
70.1,27.7,0.0,,,,,
70.1,28.066,0.00397,,,,,
70.1,28.52,0.00886,,,,,
70.1,28.964,0.01372,,,,,
70.1,29.39,0.01836,,,,,
70.1,29.787,0.02275,,,,,
70.1,30.173,0.02693,,,,,
70.1,30.558,0.03125,,,,,
70.1,30.925,0.03565,,,,,
70.1,31.299,0.03997,,,,,
70.1,31.664,0.04429,,,,,
70.1,33.089,0.06211,,,,,
70.1,35.038,0.08719,,,,,
70.1,41.41,0.19397,,,,,
70.1,45.25,0.27862,,,,,
70.1,47.362,0.35557,,,,,
70.1,48.457,0.41773,,,,,
70.1,49.017,0.46889,,,,,
70.1,49.306,0.51176,,,,,
70.1,49.312,0.5151,,,,,
70.1,49.317,0.51806,,,,,
70.1,49.326,0.521,,,,,
70.1,49.336,0.52429,,,,,
70.1,49.348,0.52767,,,,,
70.1,49.374,0.53076,,,,,
70.1,49.432,0.53362,,,,,
70.1,49.459,0.53649,,,,,
70.1,49.441,0.53937,,,,,
70.1,49.437,0.54211,,,,,
70.1,49.428,0.54514,,,,,
70.1,49.436,0.54801,,,,,
70.1,49.404,0.55058,,,,,
70.1,49.437,0.55317,,,,,
70.1,49.487,0.55602,,,,,
70.1,49.418,0.55877,,,,,
70.1,49.43,0.56124,,,,,
70.1,49.433,0.56374,,,,,
70.1,49.429,0.56606,,,,,
70.1,49.426,0.56837,,,,,
70.1,49.427,0.57079,,,,,
70.1,49.429,0.59431,,,,,
70.1,49.437,0.67467,,,,,
70.1,49.456,0.75521,,,,,
70.1,49.477,0.80377,,,,,
70.1,49.505,0.83622,,,,,
70.1,49.558,0.85055,,,,,
70.1,49.54,0.85945,,,,,
70.1,49.52,0.87095,,,,,
70.1,49.502,0.89238,,,,,
70.1,49.501,0.91491,,,,,
70.1,49.49,0.93862,,,,,
70.1,49.497,0.96365,,,,,
70.1,49.501,0.96488,,,,,
70.1,49.504,0.96612,,,,,
70.1,49.507,0.96737,,,,,
70.1,49.509,0.96862,,,,,
70.1,49.512,0.96987,,,,,
70.1,49.513,0.97114,,,,,
70.1,49.531,0.97241,,,,,
70.1,49.534,0.97369,,,,,
70.1,49.5,0.97496,,,,,
70.1,49.503,0.97623,,,,,
70.1,49.508,0.97752,,,,,
70.1,49.507,0.97882,,,,,
70.1,49.514,0.98011,,,,,
70.1,49.524,0.98141,,,,,
70.1,49.53,0.98273,,,,,
70.1,49.538,0.98404,,,,,
70.1,49.534,0.98534,,,,,
70.1,49.374,0.98668,,,,,
70.1,48.569,0.98801,,,,,
70.1,47.239,0.98933,,,,,
70.1,45.658,0.99064,,,,,
70.1,44.772,0.99141,,,,,
70.1,43.852,0.99215,,,,,
70.1,42.86,0.99293,,,,,
70.1,41.84,0.99369,,,,,
70.1,40.768,0.99443,,,,,
70.1,39.62,0.99523,,,,,
70.1,38.444,0.99598,,,,,
70.1,37.206,0.99674,,,,,
70.1,35.917,0.99752,,,,,
70.1,34.562,0.99828,,,,,
70.1,34.234,0.99847,,,,,
70.1,33.899,0.99867,,,,,
70.1,33.559,0.99887,,,,,
70.1,33.22,0.99907,,,,,
70.1,32.876,0.99926,,,,,
70.1,32.532,0.99944,,,,,
70.1,32.181,0.99963,,,,,
70.1,31.825,0.99981,,,,,
70.1,31.46,1.0,,,,,
