"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
299.88,530,0.0165,0.8945,+-0.01,0.0003,+-0.001,+-0.001
299.88,1000,0.035,0.94,+-0.01,0.0003,+-0.001,+-0.001
299.88,1504,0.053,0.9567,+-0.01,0.0003,+-0.001,+-0.001
299.88,2020,0.075,0.9646,+-0.01,0.0003,+-0.001,+-0.001
299.88,3000,0.1249,0.972,+-0.01,0.0003,+-0.001,+-0.001
299.88,4005,0.1907,0.9753,+-0.01,0.0003,+-0.001,+-0.001
299.88,4578,0.2524,0.974,+-0.01,0.0003,+-0.001,+-0.001
299.88,5000,0.3271,0.9748,+-0.01,0.0003,+-0.001,+-0.001
299.88,5165,0.3792,0.9748,+-0.01,0.0003,+-0.001,+-0.001
299.88,5286,0.4699,0.9747,+-0.01,0.0003,+-0.001,+-0.001
299.88,5339,0.5565,0.9754,+-0.01,0.0003,+-0.001,+-0.001
299.88,5428,0.7397,0.9753,+-0.01,0.0003,+-0.001,+-0.001
299.88,5621,0.8458,0.9769,+-0.01,0.0003,+-0.001,+-0.001
299.88,5834,0.8986,0.9789,+-0.01,0.0003,+-0.001,+-0.001
