"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,5.68,0.0,0.0,,,,
323.15,6.29,0.02,0.1142,,,,
323.15,7.6,0.068,0.2972,,,,
323.15,8.91,0.1236,0.4324,,,,
323.15,9.51,0.1568,0.4832,,,,
323.15,9.86,0.1724,0.5108,,,,
323.15,9.97,0.1815,0.519,,,,
323.15,10.58,0.2183,0.5518,,,,
323.15,11.67,0.2871,0.6226,,,,
323.15,11.66,0.288,0.6243,,,,
323.15,12.36,0.3393,0.663,,,,
323.15,13.03,0.3913,0.6918,,,,
323.15,14.26,0.5044,0.7619,,,,
323.15,15.33,0.6154,0.8084,,,,
323.15,16.4,0.725,0.8662,,,,
323.15,17.46,0.8422,0.9203,,,,
323.15,18.23,0.9321,0.9645,,,,
323.15,18.88,1.0,1.0,,,,
