"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-10.0,19.0,0.682,5.01e-05,+-0.04,0.25,+-0.5%,+-0.5%
-10.0,34.0,0.662,2.75e-05,+-0.04,0.25,+-0.5%,+-0.5%
-10.0,78.0,0.625,1.45e-05,+-0.04,0.25,+-0.5%,+-0.5%
-10.0,145.0,0.583,1.08e-05,+-0.04,0.25,+-0.5%,+-0.5%
-10.0,208.0,0.55,1e-05,+-0.04,0.25,+-0.5%,+-0.5%
