"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
395.15,101.325,0.058,0.224,,,,
391.14,101.325,0.1076,0.338,,,,
389.16,101.325,0.1288,0.395,,,,
385.27,101.325,0.1759,0.49,,,,
384.11,101.325,0.191,0.518,,,,
381.71,101.325,0.2252,0.5692,,,,
379.26,101.325,0.2624,0.6158,,,,
376.41,101.325,0.313,0.6763,,,,
374.97,101.325,0.3393,0.7041,,,,
371.49,101.325,0.4065,0.7575,,,,
369.6,101.325,0.4497,0.7899,,,,
368.48,101.325,0.4765,0.8161,,,,
366.37,101.325,0.532,0.8309,,,,
365.45,101.325,0.5555,0.849,,,,
363.07,101.325,0.634,0.8871,,,,
358.66,101.325,0.7755,0.9325,,,,
357.03,101.325,0.84,0.9515,,,,
355.49,101.325,0.8992,0.9746,,,,
354.54,101.325,0.942,0.9808,,,,
353.55,101.325,0.9835,0.99,,,,
