"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
371.85,100,0.0,0.0,+-0.1,+-0.01,0.001,0.001
371.25,100,0.012,0.038,+-0.1,+-0.01,0.001,0.001
370.75,100,0.021,0.06,+-0.1,+-0.01,0.001,0.001
369.75,100,0.043,0.12,+-0.1,+-0.01,0.001,0.001
368.25,100,0.086,0.193,+-0.1,+-0.01,0.001,0.001
366.45,100,0.136,0.288,+-0.1,+-0.01,0.001,0.001
364.55,100,0.205,0.391,+-0.1,+-0.01,0.001,0.001
362.95,100,0.261,0.461,+-0.1,+-0.01,0.001,0.001
361.55,100,0.303,0.515,+-0.1,+-0.01,0.001,0.001
360.25,100,0.363,0.564,+-0.1,+-0.01,0.001,0.001
359.25,100,0.415,0.608,+-0.1,+-0.01,0.001,0.001
358.45,100,0.467,0.659,+-0.1,+-0.01,0.001,0.001
357.95,100,0.525,0.688,+-0.1,+-0.01,0.001,0.001
357.55,100,0.57,0.703,+-0.1,+-0.01,0.001,0.001
357.15,100,0.642,0.726,+-0.1,+-0.01,0.001,0.001
356.95,100,0.693,0.745,+-0.1,+-0.01,0.001,0.001
356.85,100,0.734,0.757,+-0.1,+-0.01,0.001,0.001
356.75,100,0.774,0.779,+-0.1,+-0.01,0.001,0.001
356.75,100,0.81,0.797,+-0.1,+-0.01,0.001,0.001
356.85,100,0.838,0.821,+-0.1,+-0.01,0.001,0.001
357.05,100,0.865,0.839,+-0.1,+-0.01,0.001,0.001
357.25,100,0.892,0.86,+-0.1,+-0.01,0.001,0.001
357.45,100,0.91,0.877,+-0.1,+-0.01,0.001,0.001
357.65,100,0.932,0.895,+-0.1,+-0.01,0.001,0.001
357.95,100,0.948,0.916,+-0.1,+-0.01,0.001,0.001
358.25,100,0.963,0.936,+-0.1,+-0.01,0.001,0.001
358.75,100,0.98,0.961,+-0.1,+-0.01,0.001,0.001
358.95,100,0.988,0.978,+-0.1,+-0.01,0.001,0.001
359.15,100,0.994,0.988,+-0.1,+-0.01,0.001,0.001
359.35,100,0.998,0.995,+-0.1,+-0.01,0.001,0.001
359.55,100,1.0,1.0,+-0.1,+-0.01,0.001,0.001
