"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
330,200,0.009462,0.93739,,,,
330,500,0.02468,0.97328,,,,
330,750,0.03727,0.98006,,,,
330,1000,0.04984,0.98325,,,,
330,1500,0.07344,0.98554,,,,
330,2000,0.09679,0.98625,,,,
330,2500,0.1189,0.98498,,,,
330,3000,0.1407,0.9838,,,,
330,4000,0.1816,0.97849,,,,
330,5000,0.2218,0.97149,,,,
330,6000,0.2575,0.96357,,,,
