"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
421.33,1.409,0.603,,+-0.05,+-0.01,0.001,
431.9,1.749,0.603,,+-0.05,+-0.01,0.001,
441.01,2.084,0.603,,+-0.05,+-0.01,0.001,
451.56,2.514,0.603,,+-0.05,+-0.01,0.001,
460.73,2.924,0.603,,+-0.05,+-0.01,0.001,
470.92,3.414,0.603,,+-0.05,+-0.01,0.001,
481.69,3.957,0.603,,+-0.05,+-0.01,0.001,
491.8,4.472,0.603,,+-0.05,+-0.01,0.001,
501.71,4.947,0.603,,+-0.05,+-0.01,0.001,
507.33,5.157,0.603,,+-0.05,+-0.01,0.001,
511.19,5.188,0.603,,+-0.05,+-0.01,0.001,
512.24,5.138,0.603,,+-0.05,+-0.01,0.001,
512.9,5.1,0.603,,+-0.05,+-0.01,0.001,
