"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
310.15,0.54,0.1233,0.9099,+-0.02,+-0.007,,
310.15,0.89,0.2025,0.9363,+-0.02,+-0.007,,
310.15,1.17,0.2254,0.9566,+-0.02,+-0.007,,
310.15,1.69,0.312,0.968,+-0.02,+-0.007,,
310.15,2.16,0.3698,0.9762,+-0.02,+-0.007,,
310.15,2.77,0.4889,0.9802,+-0.02,+-0.007,,
310.15,3.44,0.5668,0.9838,+-0.02,+-0.007,,
310.15,4.2,0.6606,0.9859,+-0.02,+-0.007,,
310.15,4.65,0.7152,0.9866,+-0.02,+-0.007,,
310.15,5.03,0.7523,0.9865,+-0.02,+-0.007,,
310.15,5.36,0.7894,0.9865,+-0.02,+-0.007,,
310.15,5.79,0.8231,0.9874,+-0.02,+-0.007,,
310.15,6.15,0.8542,0.9879,+-0.02,+-0.007,,
310.15,6.57,0.9016,0.9888,+-0.02,+-0.007,,
310.15,6.82,0.9202,0.989,+-0.02,+-0.007,,
310.15,7.23,0.9457,0.9914,+-0.02,+-0.007,,
310.15,7.69,0.9734,0.9933,+-0.02,+-0.007,,
