"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
327.07,102.36,0.048,,0.25,0.4,0.003,
329.46,101.16,0.048,,0.25,0.4,0.003,
336.45,98.32,0.048,,0.25,0.4,0.003,
341.35,96.31,0.048,,0.25,0.4,0.003,
346.27,94.41,0.048,,0.25,0.4,0.003,
350.84,92.71,0.048,,0.25,0.4,0.003,
355.67,91.11,0.048,,0.25,0.4,0.003,
365.27,88.1,0.048,,0.25,0.4,0.003,
374.63,85.4,0.048,,0.25,0.4,0.003,
384.25,82.8,0.048,,0.25,0.4,0.003,
393.84,80.6,0.048,,0.25,0.4,0.003,
403.26,78.39,0.048,,0.25,0.4,0.003,
407.99,77.29,0.048,,0.25,0.4,0.003,
412.53,76.29,0.048,,0.25,0.4,0.003,
417.34,75.39,0.048,,0.25,0.4,0.003,
426.63,73.49,0.048,,0.25,0.4,0.003,
