"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
291.15,0.87,0.1593,0.9893,,,0.0005,0.0005
291.15,1.25,0.2138,0.9889,,,0.0005,0.0005
291.15,1.73,0.256,0.9888,,,0.0005,0.0005
291.15,2.14,0.2985,0.9925,,,0.0005,0.0005
291.15,2.41,0.3463,0.994,,,0.0005,0.0005
291.15,2.81,0.3923,0.994,,,0.0005,0.0005
291.15,3.1,0.4423,0.9948,,,0.0005,0.0005
291.15,3.45,0.4963,0.995,,,0.0005,0.0005
291.15,3.84,0.5587,0.9932,,,0.0005,0.0005
291.15,4.36,0.6315,0.9966,,,0.0005,0.0005
291.15,4.97,0.7405,0.9957,,,0.0005,0.0005
291.15,5.3,0.7981,0.9916,,,0.0005,0.0005
291.15,5.45,0.8301,0.9952,,,0.0005,0.0005
