"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.18,108.7,0.0,0.0,0.02,+-1%,+-1%,+-1%
353.18,131.2,0.0944,0.235,0.02,+-1%,+-1%,+-1%
353.18,147.5,0.19,0.384,0.02,+-1%,+-1%,+-1%
353.18,161.4,0.292,0.497,0.02,+-1%,+-1%,+-1%
353.18,175.0,0.387,0.577,0.02,+-1%,+-1%,+-1%
353.18,184.7,0.489,0.651,0.02,+-1%,+-1%,+-1%
353.18,190.9,0.591,0.715,0.02,+-1%,+-1%,+-1%
353.18,200.6,0.695,0.782,0.02,+-1%,+-1%,+-1%
353.18,206.3,0.796,0.845,0.02,+-1%,+-1%,+-1%
353.18,211.8,0.89,0.913,0.02,+-1%,+-1%,+-1%
353.18,215.5,1.0,1.0,0.02,+-1%,+-1%,+-1%
