"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.59,0.847,0.0,0.0,0.002,+-0.003,+-0.002,+-0.002
323.59,0.798,0.098,0.0468,0.002,+-0.003,+-0.002,+-0.002
323.59,0.769,0.1482,0.0791,0.002,+-0.003,+-0.002,+-0.002
323.59,0.7,0.2635,0.1819,0.002,+-0.003,+-0.002,+-0.002
323.59,0.659,0.3547,0.3079,0.002,+-0.003,+-0.002,+-0.002
323.59,0.648,0.4463,0.4577,0.002,+-0.003,+-0.002,+-0.002
323.59,0.667,0.5169,0.5802,0.002,+-0.003,+-0.002,+-0.002
323.59,0.704,0.5853,0.6877,0.002,+-0.003,+-0.002,+-0.002
323.59,0.835,0.7304,0.8615,0.002,+-0.003,+-0.002,+-0.002
323.59,1.16,1.0,1.0,0.002,+-0.003,+-0.002,+-0.002
