"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-41.6,13.6,0.0,0.0,+-0.05,0.2%,,
-41.6,13.85,0.079,0.084,+-0.05,0.2%,,
-41.6,14.0,0.176,0.178,+-0.05,0.2%,,
-41.6,13.95,0.275,0.265,+-0.05,0.2%,,
-41.6,13.8,0.413,0.365,+-0.05,0.2%,,
-41.6,13.5,0.51,0.438,+-0.05,0.2%,,
-41.6,13.15,0.572,0.502,+-0.05,0.2%,,
-41.6,12.45,0.735,0.615,+-0.05,0.2%,,
-41.6,11.7,0.833,0.72,+-0.05,0.2%,,
-41.6,10.8,0.914,0.819,+-0.05,0.2%,,
-41.6,10.3,0.948,0.885,+-0.05,0.2%,,
-41.6,9.4,1.0,1.0,+-0.05,0.2%,,
