"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
283.15,0.374,0.0,0.0,0.002,+-0.003,+-0.002,+-0.002
283.15,0.35,0.163,0.13,0.002,+-0.003,+-0.002,+-0.002
283.15,0.341,0.252,0.235,0.002,+-0.003,+-0.002,+-0.002
283.15,0.338,0.331,0.333,0.002,+-0.003,+-0.002,+-0.002
283.15,0.338,0.357,0.368,0.002,+-0.003,+-0.002,+-0.002
283.15,0.348,0.439,0.493,0.002,+-0.003,+-0.002,+-0.002
283.15,0.363,0.505,0.595,0.002,+-0.003,+-0.002,+-0.002
283.15,0.382,0.557,0.672,0.002,+-0.003,+-0.002,+-0.002
283.15,0.415,0.625,0.763,0.002,+-0.003,+-0.002,+-0.002
283.15,0.469,0.712,0.852,0.002,+-0.003,+-0.002,+-0.002
283.15,0.531,0.798,0.921,0.002,+-0.003,+-0.002,+-0.002
283.15,0.681,1.0,1.0,0.002,+-0.003,+-0.002,+-0.002
